Open time,Open,High,Low,Close,Volume,Taker buy base asset volume,Taker buy quote asset volume,Symbol,OBV,OBV_MA5,Signal
2021-01-03 12:00:00,34464.07,34663.0,32826.35,33540.46,94643.927,44530.328,1506600877.43508,BTCUSDT,71215.84800000003,,0
2021-01-03 16:00:00,33538.81,33886.96,32400.0,32823.72,86004.342,40632.143,1340981206.70182,BTCUSDT,-14788.493999999975,,0
2021-01-03 20:00:00,32823.72,33948.13,32703.33,33054.53,58147.768,29052.768,971727565.66263,BTCUSDT,43359.27400000002,,0
2021-01-04 00:00:00,33053.93,33647.69,32457.0,33562.22,46061.748,22538.084,745550593.3076,BTCUSDT,89421.02200000003,,0
2021-01-04 04:00:00,33562.23,33653.56,31692.1,32186.58,70760.005,33561.721,1099698482.90836,BTCUSDT,18661.01700000002,,0
2021-01-04 08:00:00,32187.38,32642.7,27800.0,30760.39,185511.509,85269.936,2593527694.62802,BTCUSDT,-166850.49199999997,,0
2021-01-04 12:00:00,30757.33,32190.01,30472.48,31758.38,90364.403,45065.668,1415463244.44587,BTCUSDT,-76486.08899999996,,0
2021-01-04 16:00:00,31755.02,31940.0,30661.66,31689.27,71952.622,35594.199,1112917506.24123,BTCUSDT,-148438.71099999995,,0
2021-01-04 20:00:00,31691.15,32075.19,30900.0,32031.07,41477.736,20917.591,659005388.87552,BTCUSDT,-106960.97499999996,,0
2021-01-05 00:00:00,32029.55,32900.0,31155.17,31217.58,71235.479,33677.924,1088155573.53266,BTCUSDT,-178196.45399999997,9459.38320000002,0
2021-01-05 04:00:00,31218.96,31575.46,29900.0,30844.23,103862.061,51216.068,1581299099.0239,BTCUSDT,-282058.515,-1822.9573999999775,0
2021-01-05 08:00:00,30844.25,31850.0,30840.0,31824.53,48811.217,25259.526,793916740.55427,BTCUSDT,-233247.29799999995,-10085.565879999976,0
2021-01-05 12:00:00,31816.47,32450.05,31142.74,32133.79,60353.728,28920.041,921587043.75236,BTCUSDT,-172893.56999999995,-17116.530439999973,0
2021-01-05 16:00:00,32130.05,34300.0,31802.25,33747.0,88437.876,45518.734,1507255211.87547,BTCUSDT,-84455.69399999994,-18644.26187999997,0
2021-01-05 20:00:00,33747.0,34500.0,33405.0,33999.52,61020.472,29824.789,1012775890.09962,BTCUSDT,-23435.221999999943,-15984.44763999997,0
2021-01-06 00:00:00,33999.51,34244.66,33356.46,34182.5,51226.021,24389.74,826090641.98582,BTCUSDT,27790.799000000057,-12013.608519999969,1
2021-01-06 04:00:00,34182.5,35948.66,34173.2,34718.61,101468.715,50821.716,1785058838.05492,BTCUSDT,129259.51400000004,-5161.067439999966,0
2021-01-06 08:00:00,34716.88,35350.0,33650.0,34994.66,78586.335,39245.094,1353363071.29202,BTCUSDT,207845.84900000005,3358.578480000036,0
2021-01-06 12:00:00,34994.67,35195.53,34113.48,34606.4,52222.198,26246.365,909098479.9433,BTCUSDT,155623.65100000004,11552.942760000038,0
2021-01-06 16:00:00,34606.39,35749.67,34371.33,34861.7,62878.183,32183.868,1130391148.00732,BTCUSDT,218501.83400000003,16493.85720000004,0
2021-01-06 20:00:00,34861.71,37037.51,34330.0,36823.68,97638.378,48350.105,1731678805.00579,BTCUSDT,316140.21200000006,19210.47320000004,0
2021-01-07 00:00:00,36825.77,37795.42,36500.0,37555.54,65150.225,32215.17,1195764198.78883,BTCUSDT,381290.437,30039.32920000004,0
2021-01-07 04:00:00,37554.98,37790.36,36751.0,36906.64,44904.742,21413.174,798497830.95065,BTCUSDT,336385.69500000007,37444.13180000005,0
2021-01-07 08:00:00,36909.86,38055.0,36337.36,37920.0,50755.317,26067.733,970174268.13992,BTCUSDT,387141.0120000001,42427.37700000004,0
2021-01-07 12:00:00,37919.72,39050.0,37558.8,39049.99,71581.266,36143.765,1385050608.43785,BTCUSDT,458722.2780000001,54141.87712000004,0
2021-01-07 16:00:00,39050.0,40565.62,36690.56,39128.05,211417.177,104489.892,4072161374.26891,BTCUSDT,670139.4550000001,78098.82140000004,0
2021-01-07 20:00:00,39128.04,40129.87,38426.23,39498.92,76339.181,37615.234,1478838115.03495,BTCUSDT,746478.636,108549.50660000004,0
2021-01-08 00:00:00,39498.32,39818.77,36539.77,38374.71,94854.418,45165.356,1720876660.89959,BTCUSDT,651624.2180000001,132880.10436000006,0
2021-01-08 04:00:00,38374.72,39200.0,37615.0,38965.76,50960.45,24742.318,953520196.95275,BTCUSDT,702584.6680000001,157406.65020000006,0
2021-01-08 08:00:00,38965.8,41800.0,38250.87,41399.98,97659.08,50785.842,2043950894.39851,BTCUSDT,800243.748,188669.9594400001,0
2021-01-08 12:00:00,41399.98,42125.51,39726.37,40879.4,114343.463,54854.11,2258926988.66573,BTCUSDT,685900.285,222779.99052000005,0
2021-01-08 16:00:00,40877.97,41689.84,39800.0,40426.44,74496.712,36465.392,1487610869.97125,BTCUSDT,611403.5730000001,250295.57700000008,0
2021-01-08 20:00:00,40426.44,41000.0,38655.0,40637.23,85766.703,42331.149,1687979655.15545,BTCUSDT,697170.2760000001,284119.93648000003,0
2021-01-09 00:00:00,40638.91,41045.93,39545.0,40275.85,47033.184,22466.75,904415138.33268,BTCUSDT,650137.0920000001,314403.85916000005,0
2021-01-09 04:00:00,40275.84,40555.0,38733.28,39683.38,52466.203,25350.143,1002904342.55719,BTCUSDT,597670.8890000001,345438.55288000003,0
2021-01-09 08:00:00,39683.38,41375.0,39330.24,40639.04,54381.641,27134.663,1098885457.92617,BTCUSDT,652052.53,382802.9946800001,0
2021-01-09 12:00:00,40639.69,41539.88,40250.0,40600.0,44530.016,21265.166,870359342.90132,BTCUSDT,607522.514,416433.78716000007,0
2021-01-09 16:00:00,40600.01,40980.48,39850.0,40769.42,32067.013,15295.963,619824730.00519,BTCUSDT,639589.527,448933.1110400001,0
2021-01-09 20:00:00,40769.42,40892.0,39901.0,40136.04,30404.748,14592.63,590491779.47543,BTCUSDT,609184.779,476678.7299600001,0
2021-01-10 00:00:00,40136.05,41412.12,40125.56,40393.5,43262.566,21765.361,890022608.52977,BTCUSDT,652447.345,503714.0326400001,0
2021-01-10 04:00:00,40388.17,41153.43,40100.0,41056.69,29130.303,15533.011,632387163.16838,BTCUSDT,681577.6479999999,529865.5066000001,0
2021-01-10 08:00:00,41056.69,41226.26,38847.01,39233.99,71766.663,32937.123,1321768633.30348,BTCUSDT,609810.9849999999,549087.56544,0
2021-01-10 12:00:00,39233.99,40118.09,38500.0,39723.0,66000.225,32954.551,1303588281.57877,BTCUSDT,675811.2099999998,567806.1798800001,0
2021-01-10 16:00:00,39723.0,39813.81,37184.9,37531.91,107252.238,50309.742,1929109614.30594,BTCUSDT,568558.9719999998,584323.59272,-1
2021-01-10 20:00:00,37533.15,39080.0,35268.0,38221.67,119347.053,58217.435,2185119634.32362,BTCUSDT,687906.0249999998,603099.76036,1
2021-01-11 00:00:00,38200.01,38322.18,33600.0,35473.52,150147.346,71068.802,2563036624.48639,BTCUSDT,537758.6789999998,611964.49904,-1
2021-01-11 04:00:00,35469.47,36003.03,32600.0,34399.95,185211.133,90751.202,3112855347.65224,BTCUSDT,352547.54599999974,610814.7834,0
2021-01-11 08:00:00,34399.95,36399.99,34077.0,34218.66,99708.144,48841.535,1723998907.90629,BTCUSDT,252839.4019999997,607472.9316799999,0
2021-01-11 12:00:00,34225.1,35146.14,31146.15,31618.49,204420.217,99046.328,3283213307.02581,BTCUSDT,48419.184999999736,593924.0586,0
2021-01-11 16:00:00,31618.49,33570.58,30448.0,32282.08,169217.959,84228.513,2686437895.4958,BTCUSDT,217637.1439999997,584280.6532399999,0
2021-01-11 20:00:00,32284.74,35619.0,31441.65,35408.46,97570.852,49760.21,1683329965.57185,BTCUSDT,315207.9959999997,570083.3948799999,0
2021-01-12 00:00:00,35406.92,35536.55,33727.32,35020.0,61524.382,30010.706,1040368316.16559,BTCUSDT,253683.61399999977,550371.5939999999,0
2021-01-12 04:00:00,35019.09,36693.44,34543.79,36452.84,64194.518,33294.523,1188673889.50459,BTCUSDT,317878.1319999997,537021.7505599998,0
2021-01-12 08:00:00,36447.1,36550.0,34789.92,35451.0,70760.384,33899.511,1208879729.08244,BTCUSDT,247117.74799999973,518803.0737599999,0
2021-01-12 12:00:00,35452.47,35720.0,32600.0,33861.95,117197.317,56675.683,1927077033.15203,BTCUSDT,129920.43099999972,491990.1410799999,0
2021-01-12 16:00:00,33861.94,35584.79,33840.77,34722.18,65893.912,32683.248,1137835146.53679,BTCUSDT,195814.34299999973,472386.7033999999,0
2021-01-12 20:00:00,34722.18,35075.21,33300.0,34056.9,69495.18,35716.157,1217091151.23065,BTCUSDT,126319.16299999974,452983.3269999999,0
2021-01-13 00:00:00,34065.53,34430.0,32420.0,33842.49,90756.065,44299.607,1474484699.81717,BTCUSDT,35563.097999999736,426519.0398799998,0
2021-01-13 04:00:00,33843.03,35200.0,32827.5,35019.26,67453.618,35309.765,1194930393.57241,BTCUSDT,103016.71599999974,404634.2248399998,0
2021-01-13 08:00:00,35019.26,35325.39,34212.39,34428.04,66588.972,32519.942,1130650204.53749,BTCUSDT,36427.743999999744,382184.4990399999,0
2021-01-13 12:00:00,34431.81,35188.45,34035.0,34711.76,56667.082,27133.504,938006703.89153,BTCUSDT,93094.82599999974,359826.1908799998,0
2021-01-13 16:00:00,34711.35,36235.59,34421.39,36035.43,49534.865,25981.591,919201113.50067,BTCUSDT,142629.69099999973,341230.4779599998,0
2021-01-13 20:00:00,36035.42,37880.0,35762.22,37421.07,67187.486,34133.275,1259721750.36837,BTCUSDT,209817.17699999973,324039.5839599998,0
2021-01-14 00:00:00,37416.34,38273.36,37051.0,37103.0,48347.482,24382.913,917619512.27318,BTCUSDT,161469.69499999972,306130.9805999998,0
2021-01-14 04:00:00,37107.37,38665.0,36764.33,38240.0,52370.868,26564.131,1005128138.38121,BTCUSDT,213840.56299999973,288586.70931999973,0
2021-01-14 08:00:00,38235.8,38850.0,37949.99,38415.39,46348.715,23223.091,891399360.82425,BTCUSDT,260189.27799999973,271731.17451999977,0
2021-01-14 12:00:00,38415.38,40189.39,37760.0,39580.96,92618.515,47458.413,1860869306.58293,BTCUSDT,352807.7929999997,261451.04683999973,1
2021-01-14 16:00:00,39580.96,40061.83,39241.0,39925.5,50943.562,24772.37,982616822.58039,BTCUSDT,403751.3549999997,250568.65263999967,0
2021-01-14 20:00:00,39923.48,39999.0,38385.0,39163.31,62513.244,29442.828,1148133533.55842,BTCUSDT,341238.1109999997,241475.8181999997,0
2021-01-15 00:00:00,39163.31,39790.0,38500.0,38749.01,39127.887,18901.263,741914036.63421,BTCUSDT,302110.2239999997,226043.9861599997,0
2021-01-15 04:00:00,38747.7,38899.0,37630.0,38510.21,55242.035,26396.534,1010740515.60863,BTCUSDT,246868.1889999997,214408.36655999973,0
2021-01-15 08:00:00,38510.21,38850.0,37970.0,38168.33,40390.525,19929.405,766086656.572,BTCUSDT,206477.6639999997,208565.5712799997,-1
2021-01-15 12:00:00,38163.34,38248.98,35350.0,35691.31,103778.81,49367.437,1826753168.0865,BTCUSDT,102698.8539999997,202559.9493599997,0
2021-01-15 16:00:00,35692.45,36470.0,34478.0,35255.64,140928.716,70165.226,2500979057.53551,BTCUSDT,-38229.862000000285,199093.98747999972,0
2021-01-15 20:00:00,35255.38,36930.0,34820.0,36755.24,58142.14,30925.537,1112255732.68657,BTCUSDT,19912.277999999715,191184.99283999973,0
2021-01-16 00:00:00,36755.25,37687.0,36030.4,36564.81,52060.211,25271.468,933164752.4237,BTCUSDT,-32147.93300000029,177290.7556799997,0
2021-01-16 04:00:00,36566.05,37007.97,35528.72,36599.68,42734.791,21577.914,783861300.28631,BTCUSDT,10586.85799999971,167566.88543999972,0
2021-01-16 08:00:00,36599.7,38000.0,36405.59,37750.0,52517.043,26625.368,996497345.78966,BTCUSDT,63103.90099999971,157375.91619999972,0
2021-01-16 12:00:00,37750.0,37950.7,36707.91,37513.79,58119.136,28272.169,1056020178.27132,BTCUSDT,4984.764999999708,147690.5968799997,0
2021-01-16 16:00:00,37513.79,37793.43,36217.97,36420.5,49531.988,22777.973,841372689.19933,BTCUSDT,-44547.22300000029,140711.8907199997,0
2021-01-16 20:00:00,36421.89,36855.75,35366.0,36025.66,46139.308,21984.489,795403313.76496,BTCUSDT,-90686.53100000028,129251.85575999971,0
2021-01-17 00:00:00,36025.65,36789.0,35563.97,36221.21,34160.777,17433.123,632048843.35067,BTCUSDT,-56525.75400000028,121938.05907999972,0
2021-01-17 04:00:00,36221.21,36431.22,34522.88,34787.55,51564.865,23894.588,846209379.72951,BTCUSDT,-108090.61900000028,116191.91039999972,0
2021-01-17 08:00:00,34787.76,35398.0,33863.5,35270.41,73668.71,36780.242,1276388760.81903,BTCUSDT,-34421.90900000026,110694.36539999972,0
2021-01-17 12:00:00,35270.82,36000.0,34710.1,35749.53,53860.885,27171.28,959649062.2274,BTCUSDT,19438.97599999974,110014.81467999972,0
2021-01-17 16:00:00,35744.9,36196.0,35561.0,35657.41,35568.074,18048.905,647899589.44528,BTCUSDT,-16129.09800000026,105645.85771999972,0
2021-01-17 20:00:00,35657.42,36898.0,35590.87,35869.83,38862.818,19421.08,705126542.36153,BTCUSDT,22733.71999999974,100850.01887999973,0
2021-01-18 00:00:00,35875.72,36260.0,34875.0,35148.25,34971.262,16603.851,592504656.38551,BTCUSDT,-12237.542000000263,91967.83011999972,0
2021-01-18 04:00:00,35148.25,36298.0,34808.47,36139.12,37278.176,19610.974,696023483.85036,BTCUSDT,25040.633999999736,86510.66767999971,0
2021-01-18 08:00:00,36139.11,36711.0,35831.8,36499.32,43684.731,21530.038,782241202.39519,BTCUSDT,68725.36499999973,80706.05975999971,0
2021-01-18 12:00:00,36495.53,37547.94,36099.63,36448.42,67399.472,34004.564,1253154110.33266,BTCUSDT,1325.8929999997345,70351.5243599997,0
2021-01-18 16:00:00,36448.41,36612.95,35436.27,35988.74,44306.967,22346.23,803009322.94386,BTCUSDT,-42981.07400000026,54519.96967999972,0
2021-01-18 20:00:00,35988.75,36835.84,35850.0,36686.86,25746.095,12833.621,466360449.42259,BTCUSDT,-17234.97900000026,37680.51631999972,0
2021-01-19 00:00:00,36690.0,37420.0,36432.31,36555.99,40085.49,19682.947,726543335.15579,BTCUSDT,-57320.46900000026,21738.17311999972,0
2021-01-19 04:00:00,36556.0,37304.34,36210.0,37225.61,30030.45,15952.33,584605161.51024,BTCUSDT,-27290.01900000026,8562.163399999723,0
2021-01-19 08:00:00,37226.0,37661.36,36802.01,37387.97,48302.558,22886.645,853522186.75116,BTCUSDT,21012.53899999974,-472.06260000027424,1
2021-01-19 12:00:00,37387.98,37589.06,36680.0,37376.48,41909.756,21238.407,788710225.59072,BTCUSDT,-20897.217000000262,-9567.057840000274,-1
2021-01-19 16:00:00,37376.48,37961.0,36120.28,36346.35,59308.305,28745.888,1067440643.1928,BTCUSDT,-80205.52200000026,-16883.232880000272,0
2021-01-19 20:00:00,36346.15,36843.99,35850.0,35891.03,38252.86,19240.958,702156652.74673,BTCUSDT,-118458.38200000026,-20092.37368000027,0
2021-01-20 00:00:00,35891.74,36461.44,34989.41,35097.16,53608.553,25626.11,918916881.85896,BTCUSDT,-172066.93500000026,-27771.54220000027,0
2021-01-20 04:00:00,35098.12,35855.0,34750.0,35679.08,43560.721,22020.586,779349967.83134,BTCUSDT,-128506.21400000028,-31625.873440000265,0
2021-01-20 08:00:00,35679.08,35985.0,34020.0,34463.47,71417.169,32973.945,1149918366.58744,BTCUSDT,-199923.38300000023,-40046.28308000027,0
2021-01-20 12:00:00,34467.41,35175.0,34033.65,34226.78,60905.324,30176.209,1046816741.94803,BTCUSDT,-260828.70700000023,-53003.587400000266,0
2021-01-20 16:00:00,34226.79,35368.18,33403.0,35227.77,68358.758,33874.841,1169650252.81402,BTCUSDT,-192469.94900000023,-60901.77596000026,0
2021-01-20 20:00:00,35227.77,35721.0,34522.0,35500.0,31341.894,15530.663,545289044.56841,BTCUSDT,-161128.05500000023,-65565.00924000026,0
2021-01-21 00:00:00,35499.23,35636.17,34256.21,34608.01,38253.679,18834.842,656224466.61251,BTCUSDT,-199381.73400000023,-69912.81736000026,0
2021-01-21 04:00:00,34607.14,35073.29,34000.0,34681.91,41195.325,19513.092,675096753.65927,BTCUSDT,-158186.40900000028,-73979.24356000026,0
2021-01-21 08:00:00,34681.91,34728.2,32050.0,32247.3,135334.907,65591.15,2166800512.66402,BTCUSDT,-293521.3160000003,-81396.47144000027,0
2021-01-21 12:00:00,32247.14,32800.0,31032.66,31422.1,149193.634,73004.278,2327448498.12972,BTCUSDT,-442714.9500000003,-97728.19308000026,0
2021-01-21 16:00:00,31426.01,32749.0,31058.0,32473.64,94812.406,49214.111,1567660691.73917,BTCUSDT,-347902.5440000003,-112421.85388000026,0
2021-01-21 20:00:00,32473.65,32567.47,30069.9,30879.97,91772.326,43492.208,1357720303.09668,BTCUSDT,-439674.8700000003,-129363.68476000028,0
2021-01-22 00:00:00,30875.77,31050.91,28880.0,30944.04,132206.116,65067.898,1952247755.60773,BTCUSDT,-307468.7540000003,-142571.78372000027,0
2021-01-22 04:00:00,30944.04,32090.37,30650.27,30875.13,74686.077,36524.927,1145362090.1533,BTCUSDT,-382154.8310000003,-157368.47528000028,0
2021-01-22 08:00:00,30875.13,32050.0,30515.55,31743.83,74997.994,37862.864,1188062356.30162,BTCUSDT,-307156.8370000003,-170656.37412000026,0
2021-01-22 12:00:00,31743.24,32736.0,31341.84,32454.51,64926.281,33627.146,1080330275.17332,BTCUSDT,-242230.55600000027,-183094.6109600003,0
2021-01-22 16:00:00,32454.95,33674.33,31959.51,33608.99,62425.42,32143.636,1054538513.16816,BTCUSDT,-179805.1360000003,-190339.8521200003,1
2021-01-22 20:00:00,33608.36,33831.52,32620.0,32986.34,44326.65,20557.2,685108891.46671,BTCUSDT,-224131.78600000028,-197585.8806000003,-1
2021-01-23 00:00:00,32990.08,33006.69,32059.33,32385.01,45220.338,22298.791,725741868.27574,BTCUSDT,-269352.1240000003,-207670.56640000027,0
2021-01-23 04:00:00,32385.0,33495.0,32279.03,32950.0,39354.484,20499.382,674621182.17466,BTCUSDT,-229997.6400000003,-214577.65324000028,0
2021-01-23 08:00:00,32948.71,33128.24,31533.0,31663.37,57041.025,26720.446,865319992.95893,BTCUSDT,-287038.6650000003,-224967.59908000025,0
2021-01-23 12:00:00,31665.1,32301.0,31405.0,31883.58,50046.143,25199.858,802855809.5516,BTCUSDT,-236992.52200000035,-235287.8015200003,0
2021-01-23 16:00:00,31883.57,32565.0,31766.76,32356.2,36386.074,18220.783,586300281.63409,BTCUSDT,-200606.44800000035,-242476.17076000027,1
2021-01-23 20:00:00,32356.2,32550.0,31830.0,32086.48,28728.347,13804.911,443953549.86424,BTCUSDT,-229334.7950000004,-248441.3416800003,0
2021-01-24 00:00:00,32086.48,32499.02,31612.77,32494.03,28759.889,14761.516,473352288.26696,BTCUSDT,-200574.9060000004,-251726.0026400003,0
2021-01-24 04:00:00,32494.02,33125.75,32366.0,32834.85,34290.744,17404.826,569552158.52792,BTCUSDT,-166284.16200000036,-251494.69172000032,0
2021-01-24 08:00:00,32828.48,33070.0,32502.21,32866.87,26784.916,13815.445,452640707.41997,BTCUSDT,-139499.24600000036,-251934.4130000003,0
2021-01-24 12:00:00,32866.53,32980.0,31870.0,31967.5,40993.207,19731.673,637409273.12934,BTCUSDT,-180492.4530000004,-251157.1758000003,0
2021-01-24 16:00:00,31968.53,32174.66,30914.2,31293.67,46595.38,22705.17,718306952.63364,BTCUSDT,-227087.8330000004,-249807.5408400003,0
2021-01-24 20:00:00,31293.66,32389.81,31234.07,32275.63,34682.908,18024.376,574829555.57238,BTCUSDT,-192404.9250000004,-249804.9398800003,0
2021-01-25 00:00:00,32274.88,33730.0,32185.0,33600.0,48211.151,25582.386,840058746.99209,BTCUSDT,-144193.77400000038,-249127.56864000036,0
2021-01-25 04:00:00,33600.0,33863.09,33065.0,33377.96,36652.386,18410.251,615294628.50753,BTCUSDT,-180846.1600000004,-248386.14568000037,0
2021-01-25 08:00:00,33377.97,33606.48,32800.0,33217.34,37468.801,17757.674,589962193.04743,BTCUSDT,-218314.9610000004,-250791.28776000036,0
2021-01-25 12:00:00,33217.37,34880.0,33066.0,34507.81,65599.355,33686.739,1155469227.04187,BTCUSDT,-152715.60600000038,-245159.05936000036,0
2021-01-25 16:00:00,34509.01,34658.19,33382.97,33441.32,60887.851,28995.131,984262769.59082,BTCUSDT,-213603.4570000004,-235994.59964000032,0
2021-01-25 20:00:00,33449.84,33500.57,31921.47,32253.68,67867.98,33166.214,1084723684.42779,BTCUSDT,-281471.4370000004,-233337.3553600004,-1
2021-01-26 00:00:00,32253.68,32853.53,31460.0,31520.68,50442.104,23762.917,766073542.02086,BTCUSDT,-331913.5410000004,-229026.9022000004,0
2021-01-26 04:00:00,31520.68,32323.0,31112.58,31640.7,55497.517,27909.602,885164647.04495,BTCUSDT,-276416.0240000004,-227784.79300000035,0
2021-01-26 08:00:00,31640.71,32500.77,31370.02,31807.99,59551.523,30335.944,968934190.59637,BTCUSDT,-216864.5010000004,-221173.17980000036,1
2021-01-26 12:00:00,31810.46,31992.17,30810.0,31764.99,78526.558,38441.687,1210806807.04891,BTCUSDT,-295391.0590000004,-220702.5486800004,-1
2021-01-26 16:00:00,31768.19,32426.18,31318.69,32219.68,63826.677,32465.506,1038543823.65892,BTCUSDT,-231564.3820000004,-220275.9017200004,0
2021-01-26 20:00:00,32220.46,32950.0,31861.18,32474.14,39017.328,19447.688,629069855.93904,BTCUSDT,-192547.0540000004,-220785.5784400004,1
2021-01-27 00:00:00,32474.81,32562.2,31580.0,31817.08,39401.2,18300.618,587452391.94065,BTCUSDT,-231948.2540000004,-221098.2371600004,-1
2021-01-27 04:00:00,31817.42,32034.68,31354.0,31751.41,34210.775,17588.767,557083095.74759,BTCUSDT,-266159.02900000045,-220970.5133600004,0
2021-01-27 08:00:00,31751.4,31768.16,30577.32,30647.15,66398.327,31724.075,989812163.56484,BTCUSDT,-332557.35600000044,-225072.9020000004,0
2021-01-27 12:00:00,30647.15,31067.72,29240.0,30318.63,126995.765,63929.759,1928960859.83894,BTCUSDT,-459553.1210000005,-231973.4802400004,0
2021-01-27 16:00:00,30318.63,30945.93,29507.61,30736.5,97436.308,48010.779,1460140836.64331,BTCUSDT,-362116.8130000004,-236978.4518800004,0
2021-01-27 20:00:00,30738.48,31674.65,30082.59,30381.04,66580.464,33840.746,1046328441.86922,BTCUSDT,-428697.27700000047,-246102.0850400004,0
2021-01-28 00:00:00,30382.96,31542.22,29843.33,31424.01,52298.568,27297.928,839681462.77641,BTCUSDT,-376398.7090000005,-251984.6416000004,0
2021-01-28 04:00:00,31424.24,31908.04,31076.24,31201.32,42877.271,21049.354,662175992.00276,BTCUSDT,-419275.9800000005,-260732.6845600004,0
2021-01-28 08:00:00,31201.32,31639.8,30835.74,31477.14,47252.01,22745.097,711356447.15603,BTCUSDT,-372023.9700000005,-268962.2768800004,0
2021-01-28 12:00:00,31475.25,32260.4,31180.46,31937.9,66153.613,34360.248,1091843714.239,BTCUSDT,-305870.3570000005,-275617.1213200004,0
2021-01-28 16:00:00,31937.9,32765.0,31660.0,32564.08,46804.871,23703.392,765907700.28325,BTCUSDT,-259065.4860000005,-278760.0426400004,1
2021-01-28 20:00:00,32564.09,33778.95,32410.0,33399.75,56142.04,29355.46,973295264.1128,BTCUSDT,-202923.4460000005,-277793.4671600004,0
2021-01-29 00:00:00,33399.99,34380.0,33361.48,33756.0,60011.832,30821.356,1046790328.28218,BTCUSDT,-142911.6140000005,-275813.7347200004,0
2021-01-29 04:00:00,33753.86,33950.0,31960.0,32306.15,74669.5,34217.301,1122116652.155,BTCUSDT,-217581.1140000005,-278749.22832000046,0
2021-01-29 08:00:00,32307.25,38356.98,32040.54,37066.11,265159.186,138435.167,4971292822.90504,BTCUSDT,47578.07199999949,-269612.25904000044,0
2021-01-29 12:00:00,37069.44,38641.1,36515.0,37176.39,111421.537,55043.972,2061437939.56368,BTCUSDT,158999.60899999947,-254519.67624000047,0
2021-01-29 16:00:00,37176.39,37600.52,33521.0,34356.19,132123.712,62853.04,2229965274.74655,BTCUSDT,26875.896999999477,-247336.01612000048,0
2021-01-29 20:00:00,34360.0,35391.0,33706.17,34269.35,70194.018,34068.468,1175778306.75049,BTCUSDT,-43318.12100000052,-240524.60268000048,0
2021-01-30 00:00:00,34267.04,34988.88,32849.06,33299.99,59656.751,27957.719,951798350.65178,BTCUSDT,-102974.87200000053,-233384.74008000045,0
2021-01-30 04:00:00,33300.0,34254.88,33154.93,34073.81,54139.902,28544.687,959224591.30359,BTCUSDT,-48834.970000000525,-222061.59724000047,0
2021-01-30 08:00:00,34076.55,34480.0,33540.0,33707.77,50995.934,25396.075,866463814.02136,BTCUSDT,-99830.90400000052,-214998.19244000048,0
2021-01-30 12:00:00,33707.77,34572.0,33505.0,34240.0,39474.42,20231.33,689358105.57291,BTCUSDT,-60356.484000000535,-208737.8717600005,0
2021-01-30 16:00:00,34242.34,34458.48,33550.32,34337.98,36313.265,17658.04,602004423.66988,BTCUSDT,-24043.219000000536,-197883.9581600005,0
2021-01-30 20:00:00,34337.98,34829.25,34000.0,34289.85,27281.6,13839.532,476506295.86493,BTCUSDT,-51324.81900000053,-190674.37564000048,0
2021-01-31 00:00:00,34284.76,34393.22,33700.0,33962.92,27747.502,13183.086,448735576.65188,BTCUSDT,-79072.32100000053,-186135.3863200005,0
